product_id,product_name,category,brand,release_year
S909,Samsung Galaxy Z Flip5,Smartphone,Samsung,2022
S910,Samsung Galaxy A54,Smartphone,Samsung,2023
S911,Samsung Galaxy F04,Smartphone,Samsung,2023
S912,Samsung Galaxy F04,Smartphone,Samsung,2021
S913,Samsung Galaxy Z Fold5,Smartphone,Samsung,2021
S914,Samsung Galaxy M54,Smartphone,Samsung,2022
S915,Samsung Galaxy M54,Smartphone,Samsung,2021
S916,Samsung Galaxy A34,Smartphone,Samsung,2021
S917,Samsung Galaxy Tab S8,Smartphone,Samsung,2023
S918,Samsung Galaxy Tab S8 Ultra,Smartphone,Samsung,2021
S919,Samsung Galaxy XCover6 Pro,Smartphone,Samsung,2023
S920,Samsung Galaxy A04s,Smartphone,Samsung,2023
S921,Samsung Galaxy XCover6 Pro,Smartphone,Samsung,2023
S922,Samsung Galaxy S23+,Smartphone,Samsung,2022
S923,Samsung Galaxy F14,Smartphone,Samsung,2022
S924,Samsung Galaxy M54,Smartphone,Samsung,2022
S925,Samsung Galaxy XCover6 Pro,Smartphone,Samsung,2023
S926,Samsung Galaxy A04s,Smartphone,Samsung,2022
S927,Samsung Galaxy M34,Smartphone,Samsung,2022
S928,Samsung Galaxy A04s,Smartphone,Samsung,2021
S929,Samsung Galaxy M54,Smartphone,Samsung,2022
S930,Samsung Galaxy XCover6 Pro,Smartphone,Samsung,2022
S931,Samsung Galaxy A04s,Smartphone,Samsung,2023
S932,Samsung Galaxy A24,Smartphone,Samsung,2023
S933,Samsung Galaxy XCover5,Smartphone,Samsung,2023
S934,Samsung Galaxy S23 Ultra,Smartphone,Samsung,2023
S935,Samsung Galaxy Z Fold5,Smartphone,Samsung,2023
S936,Samsung Galaxy Tab S8+,Smartphone,Samsung,2023
S937,Samsung Galaxy F54,Smartphone,Samsung,2022
S938,Samsung Galaxy F54,Smartphone,Samsung,2023
S939,Samsung Galaxy Tab S8 Ultra,Smartphone,Samsung,2023
S940,Samsung Galaxy M54,Smartphone,Samsung,2021
S941,Samsung Galaxy M34,Smartphone,Samsung,2022
S942,Samsung Galaxy M14,Smartphone,Samsung,2022
S943,Samsung Galaxy S23,Smartphone,Samsung,2022
S944,Samsung Galaxy XCover5,Smartphone,Samsung,2023
S945,Samsung Galaxy A24,Smartphone,Samsung,2023
S946,Samsung Galaxy Tab S8 Ultra,Smartphone,Samsung,2023
S947,Samsung Galaxy Tab S8 Ultra,Smartphone,Samsung,2021
S948,Samsung Galaxy XCover5,Smartphone,Samsung,2023
S949,Samsung Galaxy XCover6 Pro,Smartphone,Samsung,2021
S950,Samsung Galaxy M34,Smartphone,Samsung,2022
S951,Samsung Galaxy S23,Smartphone,Samsung,2023
S952,Samsung Galaxy XCover5,Smartphone,Samsung,2021
S953,Samsung Galaxy Tab S8,Smartphone,Samsung,2021
S954,Samsung Galaxy M04,Smartphone,Samsung,2023
S955,Samsung Galaxy A34,Smartphone,Samsung,2022
S956,Samsung Galaxy S23 Ultra,Smartphone,Samsung,2022
S957,Samsung Galaxy S23+,Smartphone,Samsung,2022
S958,Samsung Galaxy S23 Ultra,Smartphone,Samsung,2021
S959,Samsung Galaxy Z Flip5,Smartphone,Samsung,2021
S960,Samsung Galaxy F04,Smartphone,Samsung,2021
S961,Samsung Galaxy A54,Smartphone,Samsung,2021
S962,Samsung Galaxy M54,Smartphone,Samsung,2022
S963,Samsung Galaxy Tab S8 Ultra,Smartphone,Samsung,2023
S964,Samsung Galaxy Tab S8 Ultra,Smartphone,Samsung,2021
S965,Samsung Galaxy F04,Smartphone,Samsung,2021
S966,Samsung Galaxy F04,Smartphone,Samsung,2022
S967,Samsung Galaxy S23 Ultra,Smartphone,Samsung,2023
S968,Samsung Galaxy M54,Smartphone,Samsung,2023
S969,Samsung Galaxy F54,Smartphone,Samsung,2022
S970,Samsung Galaxy Z Flip5,Smartphone,Samsung,2022
S971,Samsung Galaxy M34,Smartphone,Samsung,2023
S972,Samsung Galaxy Tab S8 Ultra,Smartphone,Samsung,2021
S973,Samsung Galaxy Tab S8+,Smartphone,Samsung,2023
S974,Samsung Galaxy Z Flip5,Smartphone,Samsung,2022
S975,Samsung Galaxy Tab S8+,Smartphone,Samsung,2021
S976,Samsung Galaxy M14,Smartphone,Samsung,2021
S977,Samsung Galaxy S23,Smartphone,Samsung,2022
S978,Samsung Galaxy A54,Smartphone,Samsung,2022
S979,Samsung Galaxy XCover5,Smartphone,Samsung,2022
S980,Samsung Galaxy A24,Smartphone,Samsung,2023
S981,Samsung Galaxy A24,Smartphone,Samsung,2023
S982,Samsung Galaxy M54,Smartphone,Samsung,2021
S983,Samsung Galaxy A24,Smartphone,Samsung,2022
S984,Samsung Galaxy XCover6 Pro,Smartphone,Samsung,2021
S985,Samsung Galaxy A04s,Smartphone,Samsung,2021
S986,Samsung Galaxy S23,Smartphone,Samsung,2021
S987,Samsung Galaxy Tab S8+,Smartphone,Samsung,2021
S988,Samsung Galaxy Z Fold5,Smartphone,Samsung,2022
S989,Samsung Galaxy M54,Smartphone,Samsung,2021
S990,Samsung Galaxy M34,Smartphone,Samsung,2022
S991,Samsung Galaxy XCover6 Pro,Smartphone,Samsung,2022
S992,Samsung Galaxy XCover5,Smartphone,Samsung,2023
S993,Samsung Galaxy A04s,Smartphone,Samsung,2022
S994,Samsung Galaxy Z Flip5,Smartphone,Samsung,2023
S995,Samsung Galaxy XCover5,Smartphone,Samsung,2022
S996,Samsung Galaxy F14,Smartphone,Samsung,2022
S997,Samsung Galaxy Z Fold5,Smartphone,Samsung,2022
S998,Samsung Galaxy XCover6 Pro,Smartphone,Samsung,2023
S999,Samsung Galaxy F04,Smartphone,Samsung,2023
S1000,Samsung Galaxy Tab S8,Smartphone,Samsung,2021
